Question_ID,Option_Code,Option_Value_Numeric,Option_Label_EN,Option_Label_HI,Option_Order,Direct_Score_0_100,Confidence_Modifier,Triggers_Verification,Triggers_Follow_Up,Follow_Up_Question_ID,Icon,Is_Active,Notes,Derives_Signal_Key,Derives_Signal_Value,Triggers_Probe,Probe_ID,Is_Other,Option_Category
ADV_D5_004,MORE_50K,,"More than ₹50,000","₹50,000 से अधिक",1,90,0.9,FALSE,FALSE,,💰,TRUE,High capacity,INVESTMENT_CAPACITY,HIGH,FALSE,,FALSE,HIGH
ADV_D5_004,INR_25_50K,,"₹25,000 to ₹50,000","₹25,000 से ₹50,000",2,75,0.9,FALSE,FALSE,,💵,TRUE,Good capacity,INVESTMENT_CAPACITY,MEDIUM_HIGH,FALSE,,FALSE,HIGH
ADV_D5_004,INR_10_25K,,"₹10,000 to ₹25,000","₹10,000 से ₹25,000",3,60,0.9,FALSE,FALSE,,💳,TRUE,Moderate capacity,INVESTMENT_CAPACITY,MEDIUM,FALSE,,FALSE,MEDIUM
ADV_D5_004,LESS_10K,,"Less than ₹10,000","₹10,000 से कम",4,40,0.85,FALSE,FALSE,,💸,TRUE,Low capacity; needs support,INVESTMENT_CAPACITY,LOW,FALSE,,FALSE,MEDIUM
ADV_D5_004,NONE,,No investment capacity,कोई निवेश क्षमता नहीं,5,20,0.9,FALSE,FALSE,,❌,TRUE,Requires subsidy/support,INVESTMENT_CAPACITY,NONE,FALSE,,FALSE,LOW
ADV_D5_005,EASY,,Easy (can get loan within 1 month),आसान (1 महीने में ऋण मिल सकता है),1,90,0.85,FALSE,FALSE,,✅,TRUE,Good financial resilience,,,FALSE,,FALSE,HIGH
ADV_D5_005,MODERATE,,Moderate (takes 2-3 months),मध्यम (2-3 महीने लगते हैं),2,70,0.85,FALSE,FALSE,,⏱️,TRUE,Acceptable,,,FALSE,,FALSE,MEDIUM
ADV_D5_005,DIFFICULT,,Difficult (uncertain/takes 6+ months),मुश्किल (अनिश्चित/6+ महीने लगते हैं),3,45,0.85,FALSE,FALSE,,⚠️,TRUE,Limited financial buffer,,,FALSE,,FALSE,MEDIUM
ADV_D5_005,NO_ACCESS,,No access to formal credit,औपचारिक ऋण तक कोई पहुंच नहीं,4,25,0.85,FALSE,FALSE,,❌,TRUE,High financial risk,,,FALSE,,FALSE,LOW
ADV_D5_006,EASY,,Easy to transport & spread (vehicle/labor available),ढोना व फैलाना आसान (वाहन/श्रम उपलब्ध),1,95,0.7,FALSE,FALSE,,🚜,TRUE,Strong operational feasibility,,,FALSE,,FALSE,HIGH
ADV_D5_006,POSSIBLE_WITH_SUPPORT,,Possible with project support (transport/spreader),परियोजना सहायता से संभव,2,70,0.7,FALSE,FALSE,,🤝,TRUE,Feasible if logistics support provided,,,FALSE,,FALSE,MEDIUM
ADV_D5_006,DIFFICULT,,Difficult due to labor/vehicle constraints,श्रम/वाहन बाधा के कारण कठिन,3,35,0.7,FALSE,FALSE,,⚠️,TRUE,May limit application rates/area,,,FALSE,,FALSE,LOW
ADV_D5_006,NOT_POSSIBLE,,Not possible currently,वर्तमान में संभव नहीं,4,5,0.7,FALSE,FALSE,,🚫,TRUE,ERW not feasible,,,FALSE,,FALSE,LOW
ADV_D6_001,NUMERIC,,Numeric value (0.01-100 ha),संख्यात्मक मान (0.01-100 हेक्टेयर),0,0,0.95,FALSE,FALSE,,,TRUE,Project scale and carbon potential,,,FALSE,,TRUE,LOW
ADV_D6_002,ONE,,One season per year,प्रति वर्ष एक सीजन,1,70,0.9,FALSE,FALSE,,1️⃣,TRUE,Single season carbon opportunity,RICE_SEASONS,ONE,FALSE,,FALSE,MEDIUM
ADV_D6_002,TWO,,Two seasons per year,प्रति वर्ष दो सीजन,2,100,0.95,FALSE,FALSE,,2️⃣,TRUE,Double seasonal opportunity,RICE_SEASONS,TWO,FALSE,,FALSE,HIGH
ADV_D6_002,THREE,,Three seasons per year,प्रति वर्ष तीन सीजन,3,95,0.9,FALSE,FALSE,,3️⃣,TRUE,Rare but high annual potential,,,FALSE,,FALSE,HIGH
ADV_D6_003,YES,,"Yes, plan to expand","हाँ, विस्तार की योजना है",1,85,0.8,FALSE,FALSE,,📈,TRUE,Growth potential,,,FALSE,,FALSE,HIGH
ADV_D6_003,NO,,"No, will maintain current area","नहीं, वर्तमान क्षेत्र बनाए रखूँगा/रखूँगी",2,70,0.85,FALSE,FALSE,,➖,TRUE,Stable scale,,,FALSE,,FALSE,MEDIUM
ADV_D6_003,UNSURE,,Not sure yet,अभी निश्चित नहीं,3,60,0.75,FALSE,FALSE,,❓,TRUE,Wait-and-see approach,,,FALSE,,FALSE,MEDIUM
ADV_D6_004,YES,,"Yes, participated before","हाँ, पहले भाग लिया है",1,40,0.9,TRUE,TRUE,ADV_D6_004_FU_HISTORY,⚠️,TRUE,Check double-counting / prior registry history,PREVIOUS_CARBON,YES,FALSE,,FALSE,MEDIUM
ADV_D6_004,NO,,"No, this is first time","नहीं, यह पहली बार है",2,100,0.95,FALSE,FALSE,,✅,TRUE,No conflict expected,PREVIOUS_CARBON,NO,FALSE,,FALSE,HIGH
ADV_D6_005,WITHIN_2_WEEKS,,Within 2 weeks,2 सप्ताह के भीतर,1,95,0.8,FALSE,FALSE,,⏱️,TRUE,Cohort scheduling: immediate window,NEXT_SEASON_START,WITHIN_2_WEEKS,FALSE,,FALSE,HIGH
ADV_D6_005,WITHIN_1_MONTH,,Within 1 month,1 महीने के भीतर,2,85,0.8,FALSE,FALSE,,📅,TRUE,Cohort scheduling: near-term window,NEXT_SEASON_START,WITHIN_1_MONTH,FALSE,,FALSE,HIGH
ADV_D6_005,IN_1_3_MONTHS,,In 1-3 months,1-3 महीनों में,3,70,0.8,FALSE,FALSE,,🗓️,TRUE,Cohort scheduling: medium-term window,NEXT_SEASON_START,IN_1_3_MONTHS,FALSE,,FALSE,MEDIUM
ADV_D6_005,IN_3_6_MONTHS,,In 3-6 months,3-6 महीनों में,4,55,0.75,FALSE,FALSE,,⌛,TRUE,Cohort scheduling: later window,NEXT_SEASON_START,IN_3_6_MONTHS,FALSE,,FALSE,MEDIUM
ADV_D6_005,NOT_SURE,,Not sure,अभी निश्चित नहीं,5,40,0.7,FALSE,TRUE,ADV_D6_005_FU_DATE,❓,TRUE,Needs follow-up date confirmation,NEXT_SEASON_START,NOT_SURE,TRUE,ADVPROBE_018,FALSE,MEDIUM
ADV_D7_001,DEEP_PLOUGH,,Deep ploughing,गहरी जुताई,1,30,0.7,TRUE,FALSE,,🟥,TRUE,High disturbance; low current regen score (high improvement potential),REGEN_TILLAGE_INTENSITY,HIGH_DISTURBANCE,FALSE,,FALSE,LOW
ADV_D7_001,MULTIPLE_TILL,,Multiple tillage passes,कई बार जुताई,2,55,0.7,TRUE,FALSE,,🟧,TRUE,Moderate disturbance,REGEN_TILLAGE_INTENSITY,MODERATE_HIGH_DISTURBANCE,FALSE,,FALSE,MEDIUM
ADV_D7_001,MIN_TILL,,Minimum tillage,न्यूनतम जुताई,3,80,0.7,TRUE,FALSE,,🟨,TRUE,Good regen alignment,REGEN_TILLAGE_INTENSITY,MIN_TILL,FALSE,,FALSE,HIGH
ADV_D7_001,ZERO_TILL,,Zero till / no ploughing,जीरो टिल / बिना जुताई,4,95,0.7,TRUE,FALSE,,🟩,TRUE,Strong regen alignment (low disturbance),REGEN_TILLAGE_INTENSITY,ZERO_TILL,FALSE,,FALSE,HIGH
ADV_D7_002,BURN,,Burn residues,अवशेष जलाना,1,10,0.75,TRUE,FALSE,,🔥,TRUE,Negative for regen + air quality,REGEN_RESIDUE_MANAGEMENT,BURN,FALSE,,FALSE,LOW
ADV_D7_002,REMOVE,,Remove residues from field,अवशेष खेत से हटाना,2,45,0.75,TRUE,FALSE,,🚚,TRUE,Reduced carbon return,REGEN_RESIDUE_MANAGEMENT,REMOVE,FALSE,,FALSE,MEDIUM
ADV_D7_002,PARTIAL_RETAIN,,Retain some residues,कुछ अवशेष रखना,3,75,0.75,TRUE,FALSE,,🌱,TRUE,Moderate carbon return,REGEN_RESIDUE_MANAGEMENT,PARTIAL_RETAIN,FALSE,,FALSE,HIGH
ADV_D7_002,FULL_RETAIN_MULCH,,Retain/mulch most residues,अधिकांश अवशेष रखना/मल्चिंग,4,95,0.75,TRUE,FALSE,,🌿,TRUE,Strong carbon input retention,REGEN_RESIDUE_MANAGEMENT,FULL_RETAIN_MULCH,FALSE,,FALSE,HIGH
ADV_D7_002,COMPOST,,Compost residues,अवशेष कम्पोस्ट करना,5,70,0.75,TRUE,FALSE,,♻️,TRUE,Good carbon return via compost pathway,REGEN_RESIDUE_MANAGEMENT,COMPOST,FALSE,,FALSE,MEDIUM
ADV_D7_003,EVERY_SEASON,,Apply FYM/compost every season,हर सीजन गोबर खाद/कम्पोस्ट डालते हैं,1,95,0.7,FALSE,FALSE,,🪱,TRUE,Strong SOC building lever,REGEN_ORGANIC_AMENDMENTS,REGULAR,FALSE,,FALSE,HIGH
ADV_D7_003,ONCE_YEAR,,Apply once per year,साल में एक बार डालते हैं,2,75,0.7,FALSE,FALSE,,🌱,TRUE,Moderate,REGEN_ORGANIC_AMENDMENTS,ANNUAL,FALSE,,FALSE,HIGH
ADV_D7_003,OCCASIONAL,,Occasionally (not consistent),कभी-कभी (नियमित नहीं),3,50,0.7,FALSE,FALSE,,🟨,TRUE,Some benefit; needs consistency,REGEN_ORGANIC_AMENDMENTS,OCCASIONAL,FALSE,,FALSE,MEDIUM
ADV_D7_003,NEVER,,Never apply organic amendments,कभी नहीं डालते,4,20,0.7,FALSE,FALSE,,🚫,TRUE,Low current regen practice (high delta potential),REGEN_ORGANIC_AMENDMENTS,NONE,FALSE,,FALSE,LOW
ADV_D7_004,YES_REGULAR,,"Yes, regular cover crop/green manure","हाँ, नियमित कवर क्रॉप/हरी खाद",1,95,0.7,FALSE,FALSE,,🌾,TRUE,Strong living-roots lever,REGEN_COVER_CROP,REGULAR,FALSE,,FALSE,HIGH
ADV_D7_004,SOMETIMES,,Sometimes,कभी-कभी,2,65,0.7,FALSE,FALSE,,🌿,TRUE,Moderate,REGEN_COVER_CROP,SOMETIMES,FALSE,,FALSE,MEDIUM
ADV_D7_004,NO,,No cover crop / soil left bare,"नहीं, मिट्टी खाली रहती है",3,20,0.7,FALSE,FALSE,,🚫,TRUE,Low living-root continuity,REGEN_COVER_CROP,NO,FALSE,,FALSE,LOW
ADV_D7_005,MONOCROP,,Monocrop / same crop repeated,एक ही फसल बार-बार,1,25,0.7,FALSE,FALSE,,⚠️,TRUE,Low diversity; high improvement potential,REGEN_ROTATION_DIVERSITY,MONOCROP,FALSE,,FALSE,LOW
ADV_D7_005,TWO_CROPS,,2 crops rotation,2 फसल चक्र,2,60,0.7,FALSE,FALSE,,🔁,TRUE,Moderate diversity,REGEN_ROTATION_DIVERSITY,TWO_CROPS,FALSE,,FALSE,MEDIUM
ADV_D7_005,THREEPLUS_CROPS,,3+ crops in rotation (diverse),फसल चक्र में 3+ फसलें,3,80,0.7,FALSE,FALSE,,🌈,TRUE,Good diversity,REGEN_ROTATION_DIVERSITY,DIVERSE,FALSE,,FALSE,HIGH
ADV_D7_005,INCLUDES_LEGUME,,Rotation includes legumes,फसल चक्र में दलहन शामिल,4,90,0.7,FALSE,FALSE,,🫘,TRUE,High regen alignment,REGEN_ROTATION_DIVERSITY,LEGUME_ROTATION,FALSE,,FALSE,HIGH
ADV_D7_006,REGULAR,,Regular intercropping/legumes,नियमित इंटरक्रॉपिंग/दलहन,1,85,0.7,FALSE,FALSE,,🫘,TRUE,Supports N cycling + soil biology,REGEN_LEGUME_INTEGRATION,REGULAR,FALSE,,FALSE,HIGH
ADV_D7_006,SOMETIMES,,Sometimes,कभी-कभी,2,60,0.7,FALSE,FALSE,,🌱,TRUE,Moderate,REGEN_LEGUME_INTEGRATION,SOMETIMES,FALSE,,FALSE,MEDIUM
ADV_D7_006,NO,,No intercropping/legumes,नहीं,3,25,0.7,FALSE,FALSE,,🚫,TRUE,Low practice adoption,REGEN_LEGUME_INTEGRATION,NONE,FALSE,,FALSE,LOW
ADV_D7_007,YES_STRONG,,"Yes, livestock + manure regularly used","हाँ, पशु + नियमित गोबर उपयोग",1,80,0.7,TRUE,FALSE,,🐄,TRUE,Strong organic input access,REGEN_MANURE_ACCESS,REGULAR,FALSE,,FALSE,HIGH
ADV_D7_007,YES_SOME,,"Yes, some livestock/manure use","हाँ, कुछ उपयोग",2,60,0.7,TRUE,FALSE,,🐄,TRUE,Moderate,REGEN_MANURE_ACCESS,SOME,FALSE,,FALSE,MEDIUM
ADV_D7_007,NO,,No livestock/manure use,नहीं,3,35,0.7,FALSE,FALSE,,🚫,TRUE,May rely on compost/other sources,REGEN_MANURE_ACCESS,NONE,FALSE,,FALSE,LOW
ADV_D8_001,BASALT,,Basalt rock dust,बेसाल्ट रॉक डस्ट,1,95,0.65,FALSE,FALSE,,🪨,TRUE,Generally preferred for ERW,ERW_ROCK_TYPE,BASALT,FALSE,,FALSE,HIGH
ADV_D8_001,GRANITE,,Granite rock dust,ग्रेनाइट रॉक डस्ट,2,55,0.65,FALSE,FALSE,,🪨,TRUE,Lower weathering reactivity than basalt (often),ERW_ROCK_TYPE,OTHER,FALSE,,FALSE,MEDIUM
ADV_D8_001,LIMESTONE,,Limestone dust,लाइमस्टोन डस्ट,3,35,0.65,FALSE,FALSE,,🧪,TRUE,Mostly liming effect; ERW carbon benefit uncertain,ERW_ROCK_TYPE,OTHER,FALSE,,FALSE,LOW
ADV_D8_001,DOLOMITE,,Dolomite dust,डोलोमाइट डस्ट,4,45,0.65,FALSE,FALSE,,🧪,TRUE,Acts more like liming; pathway differs,ERW_ROCK_TYPE,OTHER,FALSE,,FALSE,MEDIUM
ADV_D8_001,MIXED,,Mixed/unknown blend,मिश्रित/अस्पष्ट मिश्रण,5,40,0.65,FALSE,TRUE,ADV_D8_001_FU_SPEC,❓,TRUE,Need supplier composition/spec,ERW_ROCK_TYPE,OTHER,FALSE,,FALSE,MEDIUM
ADV_D8_001,UNKNOWN,,Unknown,अज्ञात,6,30,0.65,FALSE,TRUE,ADV_D8_001_FU_SPEC,❓,TRUE,Trigger follow-up on source/material type,ERW_ROCK_TYPE,NONE,FALSE,,FALSE,LOW
ADV_D8_002,FINE,,Fine powder available (<1 mm),महीन पाउडर उपलब्ध (<1 मिमी),1,95,0.7,TRUE,FALSE,,🌫️,TRUE,Higher reactive surface area,ERW_PARTICLE_FINENESS,FINE,FALSE,,FALSE,HIGH
ADV_D8_002,MIXED,,"Mixed (some fine, some coarse)","मिश्रित (कुछ महीन, कुछ मोटा)",2,65,0.7,TRUE,FALSE,,🪨,TRUE,Moderate reactivity,ERW_PARTICLE_FINENESS,MIXED,FALSE,,FALSE,MEDIUM
ADV_D8_002,COARSE,,Mostly coarse grit,अधिकतर मोटा कण,3,25,0.7,TRUE,FALSE,,🧱,TRUE,Low reactivity; not ideal for ERW,ERW_PARTICLE_FINENESS,COARSE,FALSE,,FALSE,LOW
ADV_D8_002,UNKNOWN,,Not sure,निश्चित नहीं,4,40,0.7,FALSE,TRUE,ADV_D8_002_FU_PHOTO,❓,TRUE,Trigger follow-up with sample photo/spec,ERW_PARTICLE_FINENESS,UNKNOWN,TRUE,ADVPROBE_066,FALSE,MEDIUM
ADV_D8_003,YES_TRACTOR_TILL,,Yes (tractor tillage available),हाँ (ट्रैक्टर जुताई उपलब्ध),1,90,0.7,TRUE,FALSE,,🚜,TRUE,Best incorporation feasibility,ERW_INCORPORATION_ABILITY,STRONG,FALSE,,FALSE,HIGH
ADV_D8_003,YES_LIGHT_TILL,,Yes (light tillage/harrow),हाँ (हल्की जुताई/हैरो),2,70,0.7,TRUE,FALSE,,🧑‍🌾,TRUE,Moderate incorporation feasibility,ERW_INCORPORATION_ABILITY,MODERATE,FALSE,,FALSE,MEDIUM
ADV_D8_003,NO_ZERO_TILL_ONLY,,No (only zero till; cannot mix),नहीं (केवल जीरो टिल; मिलाना संभव नहीं),3,35,0.7,FALSE,FALSE,,🚫,TRUE,Possible but less effective; method redesign needed,ERW_INCORPORATION_ABILITY,LOW,FALSE,,FALSE,LOW
ADV_D8_003,UNSURE,,Not sure,निश्चित नहीं,4,45,0.7,FALSE,TRUE,ADV_D8_003_FU_EQUIP,❓,TRUE,Trigger follow-up on equipment access,ERW_INCORPORATION_ABILITY,UNSURE,TRUE,ADVPROBE_067,FALSE,MEDIUM
ADV_D8_004,RELIABLE,,Reliable rainfall/irrigation after application,आवेदन के बाद विश्वसनीय वर्षा/सिंचाई,1,80,0.7,FALSE,FALSE,,💧,TRUE,Supports dissolution/weathering,ERW_POST_APPLICATION_MOISTURE,RELIABLE,FALSE,,FALSE,HIGH
ADV_D8_004,SOMETIMES,,Sometimes available,कभी-कभी उपलब्ध,2,60,0.7,FALSE,FALSE,,🌦️,TRUE,Moderate,ERW_POST_APPLICATION_MOISTURE,SOMETIMES,FALSE,,FALSE,MEDIUM
ADV_D8_004,RARE,,Rarely available,कभी-कभार,3,35,0.7,FALSE,FALSE,,🏜️,TRUE,May slow reaction,ERW_POST_APPLICATION_MOISTURE,RARE,FALSE,,FALSE,LOW
ADV_D8_004,NONE,,Not available,उपलब्ध नहीं,4,15,0.7,FALSE,FALSE,,🚫,TRUE,ERW performance likely weak without moisture,ERW_POST_APPLICATION_MOISTURE,NONE,FALSE,,FALSE,LOW
ADV_D9_001,YES,,"Yes, I am committed for 5+ years","हाँ, मैं 5+ वर्षों के लिए प्रतिबद्ध हूँ",1,100,0.95,FALSE,FALSE,,✅,TRUE,Essential for carbon participation,,,FALSE,,FALSE,HIGH
ADV_D9_001,NO,,"No, not ready for 5+ years","नहीं, 5+ वर्षों के लिए तैयार नहीं",2,30,0.9,FALSE,FALSE,,❌,TRUE,Low program permanence suitability,,,FALSE,,FALSE,LOW
ADV_D9_001,UNSURE,,"Unsure, want to try first","निश्चित नहीं, पहले कोशिश करना चाहता/चाहती हूँ",3,60,0.85,FALSE,FALSE,,❓,TRUE,Conditional participant,,,FALSE,,FALSE,MEDIUM
ADV_D9_002,YES,,"Yes, enroll me and I can share required data/photos","हाँ, नामांकन करें और मैं आवश्यक डेटा/फोटो साझा कर सकता/सकती हूँ",1,100,0.9,TRUE,FALSE,,✅,TRUE,Program consent: ready to enroll + share verification data,PROGRAM_CONSENT,YES,FALSE,,FALSE,HIGH
ADV_D9_002,MAYBE,,"Maybe, I want to understand benefits/requirements first","शायद, पहले लाभ/आवश्यकताएँ समझना चाहता/चाहती हूँ",2,60,0.85,FALSE,TRUE,ADV_D9_002_FU_COUNSEL,❓,TRUE,Needs counseling before enrollment,PROGRAM_CONSENT,MAYBE,FALSE,,FALSE,MEDIUM
ADV_D9_002,NO,,"No, I do not want to share data/photos","नहीं, मैं डेटा/फोटो साझा नहीं करना चाहता/चाहती",3,0,0.9,FALSE,FALSE,,❌,TRUE,Program consent denied; cannot enroll in verification-based program,PROGRAM_CONSENT,NO,FALSE,,FALSE,LOW
ADV_D9_003,YES,,"Yes, willing to adopt at least 2 new practices for 3+ years","हाँ, 3+ वर्षों के लिए कम से कम 2 नई प्रथाएँ अपनाने को तैयार",1,95,0.7,FALSE,FALSE,,✅,TRUE,Strong regen commitment signal,REGEN_COMMITMENT,YES,FALSE,,FALSE,HIGH
ADV_D9_003,DEPENDS,,Depends on support/incentives/training,सहायता/प्रोत्साहन/प्रशिक्षण पर निर्भर,2,65,0.7,FALSE,FALSE,,🤝,TRUE,Feasible with program design,REGEN_COMMITMENT,DEPENDS,FALSE,,FALSE,MEDIUM
ADV_D9_003,NO,,Not willing,तैयार नहीं,3,10,0.7,FALSE,FALSE,,🚫,TRUE,Low adoption probability for regen pathway,REGEN_COMMITMENT,NO,FALSE,,FALSE,LOW
ADV_D9_004,YES,,Will avoid open burning of residues,अवशेष खुले में नहीं जलाएँगे,1,95,0.7,FALSE,FALSE,,✅,TRUE,Strong integrity + co-benefits,,,FALSE,,FALSE,HIGH
ADV_D9_004,NO,,Will continue / open burning possible,अवशेष जलाना जारी रह सकता है,2,10,0.7,FALSE,FALSE,,🔥,TRUE,High leakage risk for biochar programs,,,FALSE,,FALSE,LOW
ADV_D9_005,YES,,"Yes, can keep receipts and records","हाँ, रसीद और रिकॉर्ड रख सकता/सकती हूँ",1,95,0.8,TRUE,FALSE,,🧾,TRUE,Strong ERW MRV readiness,,,FALSE,,FALSE,HIGH
ADV_D9_005,YES_WITH_HELP,,"Yes, with help from project/team","हाँ, सहायता के साथ",2,75,0.8,TRUE,FALSE,,🤝,TRUE,Feasible MRV with support,,,FALSE,,FALSE,HIGH
ADV_D9_005,DIFFICULT,,Difficult to maintain records,रिकॉर्ड रखना कठिन,3,40,0.8,FALSE,FALSE,,⚠️,TRUE,MRV risk; may need simplification,,,FALSE,,FALSE,MEDIUM
ADV_D9_005,NO,,"No, cannot keep such records","नहीं, ऐसे रिकॉर्ड नहीं रख सकता/सकती",4,10,0.8,FALSE,FALSE,,🚫,TRUE,ERW MRV not feasible,,,FALSE,,FALSE,LOW
ADV_D9_006,YES,,"Yes, can keep receipts and records","हाँ, रसीद और रिकॉर्ड रख सकता/सकती हूँ",1,95,0.8,TRUE,FALSE,,🧾,TRUE,Biochar MRV readiness: can maintain proof + application records,BIOCHAR_TRACEABILITY_WILLINGNESS,YES,FALSE,,FALSE,HIGH
ADV_D9_006,YES_WITH_HELP,,"Yes, with help from project/team","हाँ, टीम की सहायता के साथ",2,80,0.8,TRUE,FALSE,,🤝,TRUE,Feasible with support templates/field staff,BIOCHAR_TRACEABILITY_WILLINGNESS,YES_WITH_HELP,FALSE,,FALSE,HIGH
ADV_D9_006,DIFFICULT,,Difficult for me to keep records,मेरे लिए रिकॉर्ड रखना कठिन है,3,45,0.8,FALSE,TRUE,ADV_D9_006_FU_SIMPLEMRV,⚠️,TRUE,Needs simplification/support,BIOCHAR_TRACEABILITY_WILLINGNESS,DIFFICULT,FALSE,,FALSE,MEDIUM
ADV_D9_006,NO,,"No, I cannot keep such records","नहीं, मैं ऐसे रिकॉर्ड नहीं रख सकता/सकती",4,10,0.8,FALSE,FALSE,,🚫,TRUE,Biochar MRV not feasible,BIOCHAR_TRACEABILITY_WILLINGNESS,NO,FALSE,,FALSE,LOW
ADV_D10_001,HIGH,,Biomass surplus (enough residue remains after current uses),जैव-अवशेष अधिक (वर्तमान उपयोग के बाद भी पर्याप्त बचता है),1,95,0.75,FALSE,FALSE,,🌾,TRUE,Strong feedstock availability for biochar,BIO_FEEDSTOCK_AVAILABILITY,HIGH,FALSE,,FALSE,HIGH
ADV_D10_001,MEDIUM,,Some biomass available (may need partial diversion),कुछ जैव-अवशेष उपलब्ध (आंशिक डायवर्जन की आवश्यकता),2,70,0.75,FALSE,FALSE,,🌿,TRUE,Feasible with planning,BIO_FEEDSTOCK_AVAILABILITY,MEDIUM,FALSE,,FALSE,MEDIUM
ADV_D10_001,LOW,,Little biomass available,कम जैव-अवशेष उपलब्ध,3,35,0.75,FALSE,FALSE,,🍂,TRUE,May not support meaningful biochar volumes,BIO_FEEDSTOCK_AVAILABILITY,LOW,FALSE,,FALSE,LOW
ADV_D10_001,NONE,,No usable biomass residue available,उपयोग योग्य जैव-अवशेष उपलब्ध नहीं,4,5,0.75,FALSE,FALSE,,🚫,TRUE,Biochar pathway unlikely without external supply,BIO_FEEDSTOCK_AVAILABILITY,NONE,FALSE,,FALSE,LOW
ADV_D10_002,FODDER,,Use as livestock fodder,पशु चारे के रूप में उपयोग,1,40,0.7,FALSE,FALSE,,🐄,TRUE,Strong competing use; diversion harder,BIO_RESIDUE_CURRENT_USE,FODDER,FALSE,,FALSE,MEDIUM
ADV_D10_002,BURN,,Open burning,खुले में जलाते हैं,2,30,0.7,FALSE,FALSE,,🔥,TRUE,Biochar can be attractive alternative but behavior change needed,BIO_RESIDUE_CURRENT_USE,BURN,FALSE,,FALSE,LOW
ADV_D10_002,INCORPORATE,,Incorporate into soil (plough in),मिट्टी में मिलाते हैं (जुताई से),3,70,0.7,FALSE,FALSE,,🌱,TRUE,Competing use; may divert portion if willing,BIO_RESIDUE_CURRENT_USE,INCORPORATE,FALSE,,FALSE,MEDIUM
ADV_D10_002,SELL,,Sell residues/husk,अवशेष/भूसी बेचते हैं,4,60,0.7,FALSE,FALSE,,💰,TRUE,May switch if biochar economics attractive,BIO_RESIDUE_CURRENT_USE,SELL,FALSE,,FALSE,MEDIUM
ADV_D10_002,COMPOST,,Compost/manure pit (already composting residues),कम्पोस्ट/खाद गड्ढा (अवशेष पहले से कम्पोस्ट),5,80,0.7,FALSE,FALSE,,♻️,TRUE,Competing use; biochar possible if surplus exists,BIO_RESIDUE_CURRENT_USE,COMPOST,FALSE,,FALSE,HIGH
ADV_D10_002,OTHER,,Other use,अन्य उपयोग,6,50,0.7,FALSE,TRUE,ADV_D10_002_FU_OTHERUSE,❓,TRUE,Specify competing use,BIO_RESIDUE_CURRENT_USE,OTHER,FALSE,,TRUE,MEDIUM
ADV_D10_003,YES,,Willing to divert residues for biochar,बायोचार के लिए अवशेष देने को तैयार,1,95,0.7,FALSE,FALSE,,✅,TRUE,Key feasibility and commitment signal,BIO_RESIDUE_DIVERT_WILLING,YES,FALSE,,FALSE,HIGH
ADV_D10_003,DEPENDS,,Depends (price/support/need clarity),निर्भर (कीमत/सहायता/स्पष्टता पर),2,60,0.7,FALSE,FALSE,,🤝,TRUE,Feasible with incentives + support,BIO_RESIDUE_DIVERT_WILLING,DEPENDS,FALSE,,FALSE,MEDIUM
ADV_D10_003,NO,,Not willing to divert residues,अवशेष देने को तैयार नहीं,3,5,0.7,FALSE,FALSE,,🚫,TRUE,Biochar pathway unlikely unless purchased externally,BIO_RESIDUE_DIVERT_WILLING,NO,FALSE,,FALSE,LOW
ADV_D10_004,MIX_WITH_MANURE,,Mix with FYM/compost then apply,गोबर खाद/कम्पोस्ट के साथ मिलाकर डालना,1,90,0.7,FALSE,FALSE,,🌱,TRUE,Best practice for nutrient retention + soil contact,BIO_APPLICATION_METHOD,MIX_WITH_MANURE,FALSE,,FALSE,HIGH
ADV_D10_004,BROADCAST_AND_INCORPORATE,,Broadcast then incorporate into soil,बिखेरकर मिट्टी में मिलाना,2,80,0.7,TRUE,FALSE,,🚜,TRUE,Good method if incorporation possible,BIO_APPLICATION_METHOD,BROADCAST_AND_INCORPORATE,FALSE,,FALSE,HIGH
ADV_D10_004,BAND_ROW,,Apply in rows/bands near root zone,कतार/बैंड में जड़ों के पास देना,3,75,0.7,FALSE,FALSE,,📍,TRUE,Efficient for limited biochar/high-value crops,BIO_APPLICATION_METHOD,BAND_ROW,FALSE,,FALSE,HIGH
ADV_D10_004,ONLY_TOPDRESS,,Only top-dress (no mixing),केवल ऊपर से डालना (मिलाना नहीं),4,50,0.7,FALSE,FALSE,,🟤,TRUE,Less effective without incorporation,BIO_APPLICATION_METHOD,ONLY_TOPDRESS,FALSE,,FALSE,MEDIUM
ADV_D10_004,NOT_SURE,,Not sure how to apply,कैसे डालना है पता नहीं,5,40,0.7,FALSE,TRUE,ADV_D10_004_FU_TRAINING,❓,TRUE,Trigger follow-up training/demo,BIO_APPLICATION_METHOD,NOT_SURE,TRUE,ADVPROBE_075,FALSE,MEDIUM
ADV_D10_005,LOW_WATER_HOLDING,,Soil dries quickly / low water holding,मिट्टी जल्दी सूखती / जलधारण कम,1,90,0.7,FALSE,FALSE,,💧,TRUE,Biochar often helps in light soils,,,FALSE,,FALSE,HIGH
ADV_D10_005,LOW_FERTILITY,,Low fertility / poor crop response,कम उर्वरता / फसल प्रतिक्रिया कमजोर,2,80,0.7,FALSE,FALSE,,🌾,TRUE,Biochar + nutrients/compost may help,,,FALSE,,FALSE,HIGH
