Rule_ID,Is_Active,Priority,Dimension_ID,When_Question_ID,When_Operator,When_Value,When_Numeric_Min,When_Numeric_Max,Then_Signal_Key,Then_Signal_Value,Then_Signal_Score,Confidence_0_1,Composite_Logic,Notes
ADVR_D8_025,TRUE,7,D8,ADV_D8_006,EQUALS,RARE,,,ERW_MOISTURE_RELIABILITY,RARE,0.35,0.8,,Limited moisture
ADVR_D8_026,TRUE,7,D8,ADV_D8_006,EQUALS,NONE,,,ERW_MOISTURE_RELIABILITY,NONE,0.2,0.85,,Low moisture support
ADVR_D8_027,TRUE,9,D8,ADV_D8_007,EQUALS,YES,,,ERW_TRACEABILITY_WILLINGNESS,YES,1,0.9,,ERW MRV ready
ADVR_D8_028,TRUE,9,D8,ADV_D8_007,EQUALS,YES_WITH_HELP,,,ERW_TRACEABILITY_WILLINGNESS,YES_WITH_HELP,0.85,0.85,,ERW MRV with support
ADVR_D8_029,TRUE,9,D8,ADV_D8_007,EQUALS,DIFFICULT,,,ERW_TRACEABILITY_WILLINGNESS,DIFFICULT,0.45,0.8,,ERW MRV risk
ADVR_D8_030,TRUE,9,D8,ADV_D8_007,EQUALS,NO,,,ERW_TRACEABILITY_WILLINGNESS,NO,0.1,0.9,,ERW MRV not feasible
ADVR_D10_025,TRUE,8,D10,ADV_D10_006,EQUALS,MIX_WITH_MANURE,,,BIO_APPLICATION_METHOD,MIX_WITH_MANURE,0.95,0.9,,Best practice
ADVR_D10_026,TRUE,8,D10,ADV_D10_006,EQUALS,BROADCAST_AND_INCORPORATE,,,BIO_APPLICATION_METHOD,BROADCAST_AND_INCORPORATE,0.8,0.85,,Good method
ADVR_D10_027,TRUE,8,D10,ADV_D10_006,EQUALS,BAND_ROW,,,BIO_APPLICATION_METHOD,BAND_ROW,0.65,0.85,,Targeted
ADVR_D10_028,TRUE,8,D10,ADV_D10_006,EQUALS,ONLY_TOPDRESS,,,BIO_APPLICATION_METHOD,ONLY_TOPDRESS,0.4,0.8,,Less effective
ADVR_D10_029,TRUE,8,D10,ADV_D10_006,EQUALS,NOT_SURE,,,BIO_APPLICATION_METHOD,NOT_SURE,0.45,0.75,,Training needed
ADVR_D10_030,TRUE,7,D10,ADV_D10_007,EQUALS,LOW_WATER_HOLDING,,,BIO_PRIORITY_SOIL_PROBLEM,LOW_WATER_HOLDING,0.9,0.85,,Strong biochar fit
ADVR_D10_031,TRUE,7,D10,ADV_D10_007,EQUALS,LOW_FERTILITY,,,BIO_PRIORITY_SOIL_PROBLEM,LOW_FERTILITY,0.85,0.85,,Good biochar fit
ADVR_D10_032,TRUE,7,D10,ADV_D10_007,EQUALS,ACIDIC,,,BIO_PRIORITY_SOIL_PROBLEM,ACIDIC,0.8,0.8,,Context-dependent
ADVR_D10_033,TRUE,7,D10,ADV_D10_007,EQUALS,SALINITY_HARDNESS,,,BIO_PRIORITY_SOIL_PROBLEM,SALINITY_HARDNESS,0.45,0.75,,Context-specific
ADVR_D10_034,TRUE,7,D10,ADV_D10_007,EQUALS,HARD_SOIL,,,BIO_PRIORITY_SOIL_PROBLEM,HARD_SOIL,0.6,0.8,,May help structure
ADVR_D10_035,TRUE,7,D10,ADV_D10_007,EQUALS,NONE,,,BIO_PRIORITY_SOIL_PROBLEM,NONE,0.35,0.75,,Motivation unclear
ADVR_D10_036,TRUE,9,D10,ADV_D10_008,EQUALS,YES,,,BIO_NO_OPEN_BURNING_COMMIT,YES,1,0.9,,Integrity supported
ADVR_D10_037,TRUE,9,D10,ADV_D10_008,EQUALS,NO,,,BIO_NO_OPEN_BURNING_COMMIT,NO,0.1,0.9,,Integrity risk
ADVR_D10_038,TRUE,9,D10,ADV_D10_009,EQUALS,YES,,,BIOCHAR_TRACEABILITY_WILLINGNESS,YES,1,0.9,,Biochar MRV ready
ADVR_D10_039,TRUE,9,D10,ADV_D10_009,EQUALS,YES_WITH_HELP,,,BIOCHAR_TRACEABILITY_WILLINGNESS,YES_WITH_HELP,0.85,0.85,,MRV with support
ADVR_D10_040,TRUE,9,D10,ADV_D10_009,EQUALS,DIFFICULT,,,BIOCHAR_TRACEABILITY_WILLINGNESS,DIFFICULT,0.45,0.8,,MRV risk
ADVR_D10_041,TRUE,9,D10,ADV_D10_009,EQUALS,NO,,,BIOCHAR_TRACEABILITY_WILLINGNESS,NO,0.1,0.9,,MRV not feasible
ADVR_D10_042,TRUE,9,D10,ADV_D10_010,EQUALS,YES_ENTHUSIASTIC,,,BIO_OVERALL_WILLINGNESS,YES,0.9,0.85,,Strong biochar interest
ADVR_D10_043,TRUE,9,D10,ADV_D10_010,EQUALS,MAYBE,,,BIO_OVERALL_WILLINGNESS,MAYBE,0.6,0.8,,Conditional interest
ADVR_D10_044,TRUE,9,D10,ADV_D10_010,EQUALS,NO,,,BIO_OVERALL_WILLINGNESS,NO,0.15,0.85,,Low biochar interest
ADVR_I2_007,TRUE,6,I2,ADV_I2_005,EQUALS,LABOR,,,OPS_BOTTLENECK,LABOR,0.5,0.8,,Labor bottleneck
ADVR_I2_008,TRUE,6,I2,ADV_I2_005,EQUALS,EQUIPMENT,,,OPS_BOTTLENECK,EQUIPMENT,0.5,0.8,,Equipment bottleneck
ADVR_I2_009,TRUE,6,I2,ADV_I2_005,EQUALS,WATER,,,OPS_BOTTLENECK,WATER,0.5,0.8,,Water bottleneck
ADVR_I2_010,TRUE,6,I2,ADV_I2_005,EQUALS,TIME,,,OPS_BOTTLENECK,TIME,0.5,0.8,,Time bottleneck
ADVR_I2_011,TRUE,6,I2,ADV_I2_005,EQUALS,FINANCE,,,OPS_BOTTLENECK,FINANCE,0.5,0.8,,Finance bottleneck
ADVR_I2_012,TRUE,6,I2,ADV_I2_005,EQUALS,NONE,,,OPS_BOTTLENECK,NONE,0.9,0.8,,No bottleneck
ADVR_I3_019,TRUE,6,I3,ADV_I3_006,EQUALS,PRE_SOWING,,,FINANCIAL_STRESS_WINDOW,PRE_SOWING,0.5,0.8,,Pre-sowing stress
ADVR_I3_020,TRUE,6,I3,ADV_I3_006,EQUALS,MID_SEASON,,,FINANCIAL_STRESS_WINDOW,MID_SEASON,0.5,0.8,,Mid-season stress
ADVR_I3_021,TRUE,6,I3,ADV_I3_006,EQUALS,HARVEST,,,FINANCIAL_STRESS_WINDOW,HARVEST,0.5,0.8,,Harvest stress
ADVR_I3_022,TRUE,6,I3,ADV_I3_006,EQUALS,POST_HARVEST_REPAYMENT,,,FINANCIAL_STRESS_WINDOW,POST_HARVEST,0.5,0.8,,Post-harvest stress
ADVR_I3_023,TRUE,6,I3,ADV_I3_006,EQUALS,YEAR_ROUND,,,FINANCIAL_STRESS_WINDOW,YEAR_ROUND,0.3,0.8,,Year-round stress
ADVR_I3_024,TRUE,6,I3,ADV_I3_006,EQUALS,NO_MAJOR_STRESS,,,FINANCIAL_STRESS_WINDOW,NONE,0.9,0.8,,No stress period
ADVR_I4_015,TRUE,6,I4,ADV_I4_005,EQUALS,PCT_10,,,TRIAL_AREA_PREFERENCE,SMALL,0.6,0.8,,Very cautious
ADVR_I4_016,TRUE,6,I4,ADV_I4_005,EQUALS,PCT_25,,,TRIAL_AREA_PREFERENCE,MODERATE,0.75,0.8,,Moderate trial
ADVR_I4_017,TRUE,6,I4,ADV_I4_005,EQUALS,PCT_50,,,TRIAL_AREA_PREFERENCE,LARGE,0.85,0.8,,Confident
ADVR_I4_018,TRUE,6,I4,ADV_I4_005,EQUALS,FULL_AREA,,,TRIAL_AREA_PREFERENCE,FULL,0.95,0.8,,Full adoption
ADVR_I4_019,TRUE,6,I4,ADV_I4_005,EQUALS,NO_TRIAL,,,TRIAL_AREA_PREFERENCE,NONE,0.3,0.8,,Not ready for trial
ADVR_I5_018,TRUE,7,I5,ADV_I5_004,EQUALS,INTENSIVE,,,SUPPORT_LEVEL_PREFERRED,INTENSIVE,0.8,0.85,,High-touch preferred
ADVR_I5_019,TRUE,7,I5,ADV_I5_004,EQUALS,MODERATE,,,SUPPORT_LEVEL_PREFERRED,MODERATE,0.9,0.85,,Balanced preferred
ADVR_I5_020,TRUE,7,I5,ADV_I5_004,EQUALS,MINIMAL,,,SUPPORT_LEVEL_PREFERRED,MINIMAL,0.75,0.85,,Light-touch preferred
ADVR_I5_021,TRUE,7,I5,ADV_I5_004,EQUALS,SELF,,,SUPPORT_LEVEL_PREFERRED,SELF,0.6,0.8,,Self-managed preferred
ADVR_D1_035,TRUE,8,D1,ADV_D1_008,GREATER_EQUAL,,8.2,,PH_LEVEL,ALKALINE_HIGH,0.25,0.95,,Measured pH high alkaline - ERW risk
ADVR_D1_036,TRUE,8,D1,ADV_D1_008,BETWEEN,,6.5,8.2,PH_LEVEL,NORMAL,0.85,0.95,,Normal pH range
ADVR_D1_037,TRUE,8,D1,ADV_D1_008,LESS,,6.5,,PH_LEVEL,ACIDIC,0.7,0.95,,Acidic soil - biochar may help
ADVR_D10_045,TRUE,9,D10,ADV_D10_010,EQUALS,YES_CAUTIOUS,,,BIO_OVERALL_WILLINGNESS,YES,0.75,0.85,,Cautious but positive biochar interest
ADVR_I5_022,TRUE,7,I5,ADV_I5_005,EQUALS,MAYBE,,,TRAINER_WILLINGNESS,MAYBE,0.55,0.85,,Conditional trainer willingness
ADVR_I5_023,TRUE,7,I5,ADV_I5_005,EQUALS,NO,,,TRAINER_WILLINGNESS,NO,0.2,0.9,,Not willing to train others
ADVR_I5_024,TRUE,7,I5,ADV_I5_001,EQUALS,NO,,,FARMER_GROUP_MEMBER,NO,0.2,0.95,,Not a member of farmer group
ADVR_BRIDGE_001,TRUE,50,D1,ADV_D1_001,EQUALS,RICE,,,MAIN_CROP,RICE_FLOODED,100,0.95,,Bridge: crop→MAIN_CROP eligibility
ADVR_BRIDGE_002,TRUE,50,D1,ADV_D1_001,EQUALS,OTHERS,,,MAIN_CROP,NON_RICE,0,0.95,,Bridge: non-rice crop
ADVR_BRIDGE_003,TRUE,50,D4,ADV_D4_003,EQUALS,CONTINUOUS_FLOOD,,,WATER_MANAGEMENT,CONTINUOUS_FLOOD,10,0.95,,Bridge: baseline→WATER_MANAGEMENT
ADVR_BRIDGE_004,TRUE,50,D4,ADV_D4_003,EQUALS,AWD_ALREADY,,,WATER_MANAGEMENT,AWD_ALREADY,100,0.95,,Bridge: already AWD
ADVR_BRIDGE_005,TRUE,50,D4,ADV_D4_003,EQUALS,INTERMITTENT,,,WATER_MANAGEMENT,INTERMITTENT_FLOOD,40,0.9,,Bridge: intermittent flooding
ADVR_BRIDGE_006,TRUE,50,D4,ADV_D4_003,EQUALS,AEROBIC,,,WATER_MANAGEMENT,AEROBIC,0,0.9,,Bridge: aerobic rice (no AWD)
ADVR_BRIDGE_007,TRUE,50,D4,ADV_D4_003,EQUALS,RAINFED,,,WATER_MANAGEMENT,RAINFED,0,0.9,,Bridge: rainfed (no AWD)
ADVR_BRIDGE_008,TRUE,50,D8,ADV_D8_001,EQUALS,BASALT,,,ERW_ROCK_TYPE,BASALT,100,0.9,,Bridge: ERW basalt→eligibility
ADVR_BRIDGE_009,TRUE,50,D8,ADV_D8_001,EQUALS,GRANITE,,,ERW_ROCK_TYPE,OTHER,50,0.8,,Bridge: granite→OTHER
ADVR_BRIDGE_010,TRUE,50,D8,ADV_D8_001,EQUALS,LIMESTONE,,,ERW_ROCK_TYPE,OTHER,40,0.8,,Bridge: limestone→OTHER
ADVR_BRIDGE_011,TRUE,50,D8,ADV_D8_001,EQUALS,DOLOMITE,,,ERW_ROCK_TYPE,OTHER,45,0.8,,Bridge: dolomite→OTHER
ADVR_BRIDGE_012,TRUE,50,D8,ADV_D8_001,EQUALS,MIXED,,,ERW_ROCK_TYPE,OTHER,35,0.75,,Bridge: mixed→OTHER
ADVR_BRIDGE_013,TRUE,50,D8,ADV_D8_001,EQUALS,UNKNOWN,,,ERW_ROCK_TYPE,NONE,0,0.7,,Bridge: unknown→NONE
ADVR_BRIDGE_014,TRUE,50,D10,ADV_D10_010,EQUALS,YES_ENTHUSIASTIC,,,BIOCHAR_APPLICATION,YES,100,0.95,,Bridge: biochar willingness→eligibility
ADVR_BRIDGE_015,TRUE,50,D10,ADV_D10_010,EQUALS,YES_CAUTIOUS,,,BIOCHAR_APPLICATION,YES,80,0.9,,Bridge: cautious yes
ADVR_BRIDGE_016,TRUE,50,D10,ADV_D10_010,EQUALS,MAYBE,,,BIOCHAR_APPLICATION,PLANNING,50,0.85,,Bridge: maybe→PLANNING
ADVR_BRIDGE_017,TRUE,50,D10,ADV_D10_010,EQUALS,NO,,,BIOCHAR_APPLICATION,NO,0,0.95,,Bridge: no biochar
ADVR_D7_001,TRUE,50,D7,ADV_D7_001,EQUALS,DEEP_PLOUGH,,,REGEN_TILLAGE_INTENSITY,HIGH_DISTURBANCE,10,0.9,,Regen: tillage baseline
ADVR_D7_002,TRUE,50,D7,ADV_D7_001,EQUALS,MULTIPLE_TILL,,,REGEN_TILLAGE_INTENSITY,MODERATE_HIGH_DISTURBANCE,30,0.9,,Regen: multiple till
ADVR_D7_003,TRUE,50,D7,ADV_D7_001,EQUALS,MIN_TILL,,,REGEN_TILLAGE_INTENSITY,MIN_TILL,70,0.9,,Regen: minimum tillage
ADVR_D7_004,TRUE,50,D7,ADV_D7_001,EQUALS,ZERO_TILL,,,REGEN_TILLAGE_INTENSITY,ZERO_TILL,100,0.9,,Regen: zero tillage
ADVR_D7_005,TRUE,50,D7,ADV_D7_002,EQUALS,BURN,,,REGEN_RESIDUE_MANAGEMENT,BURN,0,0.9,,Regen: residue baseline
ADVR_D7_006,TRUE,50,D7,ADV_D7_002,EQUALS,REMOVE,,,REGEN_RESIDUE_MANAGEMENT,REMOVE,20,0.9,,Regen: removed
ADVR_D7_007,TRUE,50,D7,ADV_D7_002,EQUALS,PARTIAL_RETAIN,,,REGEN_RESIDUE_MANAGEMENT,PARTIAL_RETAIN,55,0.9,,Regen: partial retention
ADVR_D7_008,TRUE,50,D7,ADV_D7_002,EQUALS,FULL_RETAIN_MULCH,,,REGEN_RESIDUE_MANAGEMENT,FULL_RETAIN_MULCH,90,0.9,,Regen: full mulch
ADVR_D7_009,TRUE,50,D7,ADV_D7_002,EQUALS,COMPOST,,,REGEN_RESIDUE_MANAGEMENT,COMPOST,80,0.9,,Regen: composted
ADVR_D7_010,TRUE,50,D7,ADV_D7_003,EQUALS,EVERY_SEASON,,,REGEN_ORGANIC_AMENDMENTS,REGULAR,100,0.9,,Regen: organic input freq
ADVR_D7_011,TRUE,50,D7,ADV_D7_003,EQUALS,ONCE_YEAR,,,REGEN_ORGANIC_AMENDMENTS,ANNUAL,70,0.9,,Regen: annual
ADVR_D7_012,TRUE,50,D7,ADV_D7_003,EQUALS,OCCASIONAL,,,REGEN_ORGANIC_AMENDMENTS,OCCASIONAL,40,0.85,,Regen: occasional
ADVR_D7_013,TRUE,50,D7,ADV_D7_003,EQUALS,NEVER,,,REGEN_ORGANIC_AMENDMENTS,NONE,0,0.9,,Regen: no organic inputs
ADVR_D7_014,TRUE,50,D7,ADV_D7_004,EQUALS,YES_REGULAR,,,REGEN_COVER_CROP,REGULAR,100,0.9,,Regen: cover crop
ADVR_D7_015,TRUE,50,D7,ADV_D7_004,EQUALS,SOMETIMES,,,REGEN_COVER_CROP,SOMETIMES,55,0.85,,Regen: sometimes cover
ADVR_D7_016,TRUE,50,D7,ADV_D7_004,EQUALS,NO,,,REGEN_COVER_CROP,NO,0,0.9,,Regen: no cover crop
ADVR_D7_017,TRUE,50,D7,ADV_D7_005,EQUALS,MONOCROP,,,REGEN_ROTATION_DIVERSITY,MONOCROP,0,0.9,,Regen: rotation diversity
ADVR_D7_018,TRUE,50,D7,ADV_D7_005,EQUALS,TWO_CROPS,,,REGEN_ROTATION_DIVERSITY,TWO_CROPS,50,0.9,,Regen: 2-crop
ADVR_D7_019,TRUE,50,D7,ADV_D7_005,EQUALS,THREEPLUS_CROPS,,,REGEN_ROTATION_DIVERSITY,DIVERSE,85,0.9,,Regen: diverse rotation
ADVR_D7_020,TRUE,50,D7,ADV_D7_005,EQUALS,INCLUDES_LEGUME,,,REGEN_ROTATION_DIVERSITY,LEGUME_ROTATION,100,0.9,,Regen: legume rotation
ADVR_D7_021,TRUE,50,D7,ADV_D7_006,EQUALS,REGULAR,,,REGEN_LEGUME_INTEGRATION,REGULAR,100,0.85,,Regen: legume integration
ADVR_D7_022,TRUE,50,D7,ADV_D7_006,EQUALS,SOMETIMES,,,REGEN_LEGUME_INTEGRATION,SOMETIMES,55,0.8,,Regen: sometimes legumes
ADVR_D7_023,TRUE,50,D7,ADV_D7_006,EQUALS,NO,,,REGEN_LEGUME_INTEGRATION,NONE,0,0.85,,Regen: no legumes
ADVR_D7_024,TRUE,50,D7,ADV_D7_007,EQUALS,YES_STRONG,,,REGEN_MANURE_ACCESS,REGULAR,100,0.9,,Regen: manure access
ADVR_D7_025,TRUE,50,D7,ADV_D7_007,EQUALS,YES_SOME,,,REGEN_MANURE_ACCESS,SOME,60,0.85,,Regen: some manure
ADVR_D7_026,TRUE,50,D7,ADV_D7_007,EQUALS,NO,,,REGEN_MANURE_ACCESS,NONE,0,0.9,,Regen: no manure
ADVR_D8_001,TRUE,50,D8,ADV_D8_001,EQUALS,BASALT,,,ERW_MATERIAL_TYPE,BASALT,100,0.9,,ERW: material type scoring
ADVR_D8_002,TRUE,50,D8,ADV_D8_001,EQUALS,GRANITE,,,ERW_MATERIAL_TYPE,GRANITE,50,0.8,,ERW: granite (limited)
ADVR_D8_003,TRUE,50,D8,ADV_D8_001,EQUALS,LIMESTONE,,,ERW_MATERIAL_TYPE,LIMESTONE,40,0.8,,ERW: limestone liming
ADVR_D8_004,TRUE,50,D8,ADV_D8_001,EQUALS,DOLOMITE,,,ERW_MATERIAL_TYPE,DOLOMITE,45,0.8,,ERW: dolomite
ADVR_D8_005,TRUE,50,D8,ADV_D8_001,EQUALS,MIXED,,,ERW_MATERIAL_TYPE,MIXED,35,0.75,,ERW: mixed source
ADVR_D8_006,TRUE,50,D8,ADV_D8_001,EQUALS,UNKNOWN,,,ERW_MATERIAL_TYPE,UNKNOWN,0,0.7,,ERW: unknown
ADVR_D8_007,TRUE,50,D8,ADV_D8_002,EQUALS,FINE,,,ERW_PARTICLE_FINENESS,FINE,100,0.9,,ERW: particle fineness
ADVR_D8_008,TRUE,50,D8,ADV_D8_002,EQUALS,MIXED,,,ERW_PARTICLE_FINENESS,MIXED,55,0.8,,ERW: mixed size
ADVR_D8_009,TRUE,50,D8,ADV_D8_002,EQUALS,COARSE,,,ERW_PARTICLE_FINENESS,COARSE,20,0.85,,ERW: coarse grit
ADVR_D8_010,TRUE,50,D8,ADV_D8_002,EQUALS,UNKNOWN,,,ERW_PARTICLE_FINENESS,UNKNOWN,0,0.7,,ERW: unknown fineness
ADVR_D8_011,TRUE,50,D8,ADV_D8_003,EQUALS,YES_TRACTOR_TILL,,,ERW_INCORPORATION_ABILITY,STRONG,100,0.85,,ERW: incorporation D8_003
ADVR_D8_012,TRUE,50,D8,ADV_D8_003,EQUALS,YES_LIGHT_TILL,,,ERW_INCORPORATION_ABILITY,MODERATE,70,0.8,,ERW: light tillage
ADVR_D8_013,TRUE,50,D8,ADV_D8_003,EQUALS,NO_ZERO_TILL_ONLY,,,ERW_INCORPORATION_ABILITY,LOW,20,0.85,,ERW: zero till only
ADVR_D8_014,TRUE,50,D8,ADV_D8_003,EQUALS,UNSURE,,,ERW_INCORPORATION_ABILITY,UNSURE,40,0.75,,ERW: unsure
ADVR_D8_015,TRUE,50,D8,ADV_D8_004,EQUALS,RELIABLE,,,ERW_POST_APPLICATION_MOISTURE,RELIABLE,100,0.8,,ERW: moisture D8_004
ADVR_D8_016,TRUE,50,D8,ADV_D8_004,EQUALS,SOMETIMES,,,ERW_POST_APPLICATION_MOISTURE,SOMETIMES,60,0.75,,ERW: sometimes
ADVR_D8_017,TRUE,50,D8,ADV_D8_004,EQUALS,RARE,,,ERW_POST_APPLICATION_MOISTURE,RARE,25,0.8,,ERW: rare moisture
ADVR_D8_018,TRUE,50,D8,ADV_D8_004,EQUALS,NONE,,,ERW_POST_APPLICATION_MOISTURE,NONE,0,0.85,,ERW: no moisture
ADVR_D8_031,TRUE,50,D8,ADV_D8_006,EQUALS,RELIABLE,,,ERW_POST_APPLICATION_MOISTURE,RELIABLE,100,0.8,,ERW: moisture bridge D8_006
ADVR_D8_032,TRUE,50,D8,ADV_D8_006,EQUALS,SOMETIMES,,,ERW_POST_APPLICATION_MOISTURE,SOMETIMES,60,0.75,,ERW: sometimes
ADVR_D8_033,TRUE,50,D8,ADV_D8_006,EQUALS,RARE,,,ERW_POST_APPLICATION_MOISTURE,RARE,25,0.8,,ERW: rare
ADVR_D8_034,TRUE,50,D8,ADV_D8_006,EQUALS,NONE,,,ERW_POST_APPLICATION_MOISTURE,NONE,0,0.85,,ERW: none
ADVR_D10_046,TRUE,50,D10,ADV_D10_001,EQUALS,HIGH,,,BIO_FEEDSTOCK_AVAILABILITY,HIGH,100,0.9,,Biochar: feedstock available
ADVR_D10_047,TRUE,50,D10,ADV_D10_001,EQUALS,MEDIUM,,,BIO_FEEDSTOCK_AVAILABILITY,MEDIUM,65,0.85,,Biochar: medium feedstock
ADVR_D10_048,TRUE,50,D10,ADV_D10_001,EQUALS,LOW,,,BIO_FEEDSTOCK_AVAILABILITY,LOW,30,0.85,,Biochar: low feedstock
ADVR_D10_049,TRUE,50,D10,ADV_D10_001,EQUALS,NONE,,,BIO_FEEDSTOCK_AVAILABILITY,NONE,0,0.95,,Biochar: no feedstock
ADVR_D10_050,TRUE,50,D10,ADV_D10_002,EQUALS,FODDER,,,BIO_RESIDUE_CURRENT_USE,FODDER,20,0.85,,Biochar: residue use baseline
ADVR_D10_051,TRUE,50,D10,ADV_D10_002,EQUALS,BURN,,,BIO_RESIDUE_CURRENT_USE,BURN,0,0.9,,Biochar: burning baseline
ADVR_D10_052,TRUE,50,D10,ADV_D10_002,EQUALS,INCORPORATE,,,BIO_RESIDUE_CURRENT_USE,INCORPORATE,70,0.85,,Biochar: soil-returned
ADVR_D10_053,TRUE,50,D10,ADV_D10_002,EQUALS,SELL,,,BIO_RESIDUE_CURRENT_USE,SELL,10,0.85,,Biochar: sold
ADVR_D10_054,TRUE,50,D10,ADV_D10_002,EQUALS,COMPOST,,,BIO_RESIDUE_CURRENT_USE,COMPOST,80,0.85,,Biochar: composted
ADVR_D10_055,TRUE,50,D10,ADV_D10_002,EQUALS,OTHER,,,BIO_RESIDUE_CURRENT_USE,OTHER,40,0.75,,Biochar: other use
ADVR_D10_056,TRUE,50,D10,ADV_D10_003,EQUALS,YES,,,BIO_RESIDUE_DIVERT_WILLING,YES,100,0.9,,Biochar: divert willing
ADVR_D10_057,TRUE,50,D10,ADV_D10_003,EQUALS,DEPENDS,,,BIO_RESIDUE_DIVERT_WILLING,DEPENDS,55,0.85,,Biochar: conditional
ADVR_D10_058,TRUE,50,D10,ADV_D10_003,EQUALS,NO,,,BIO_RESIDUE_DIVERT_WILLING,NO,0,0.9,,Biochar: unwilling to divert
ADVR_D10_059,TRUE,50,D10,ADV_D10_004,EQUALS,MIX_WITH_MANURE,,,BIO_APPLICATION_METHOD,MIX_WITH_MANURE,85,0.85,,Biochar: app method D10_004
ADVR_D10_060,TRUE,50,D10,ADV_D10_004,EQUALS,BROADCAST_AND_INCORPORATE,,,BIO_APPLICATION_METHOD,BROADCAST_AND_INCORPORATE,90,0.85,,Biochar: broadcast+mix
ADVR_D10_061,TRUE,50,D10,ADV_D10_004,EQUALS,BAND_ROW,,,BIO_APPLICATION_METHOD,BAND_ROW,75,0.85,,Biochar: band/row
ADVR_D10_062,TRUE,50,D10,ADV_D10_004,EQUALS,ONLY_TOPDRESS,,,BIO_APPLICATION_METHOD,ONLY_TOPDRESS,40,0.8,,Biochar: topdress only
ADVR_D10_063,TRUE,50,D10,ADV_D10_004,EQUALS,NOT_SURE,,,BIO_APPLICATION_METHOD,NOT_SURE,30,0.7,,Biochar: method unknown
ADVR_D2_022,TRUE,50,D2,ADV_D2_007,EQUALS,YES_WITHIN_10,,,ERW_SOURCE_DISTANCE,NEAR,100,0.9,,ERW: source proximity
ADVR_D2_023,TRUE,50,D2,ADV_D2_007,EQUALS,YES_10_50,,,ERW_SOURCE_DISTANCE,MID,65,0.85,,ERW: moderate distance
ADVR_D2_024,TRUE,50,D2,ADV_D2_007,EQUALS,NO,,,ERW_SOURCE_DISTANCE,FAR_OR_NONE,0,0.9,,ERW: no source
ADVR_D2_025,TRUE,50,D2,ADV_D2_007,EQUALS,DONT_KNOW,,,ERW_SOURCE_DISTANCE,UNKNOWN,30,0.7,,ERW: unknown proximity
ADVR_D2_026,TRUE,50,D2,ADV_D2_008,EQUALS,YES_WITHIN_5,,,BIO_PYROLYSIS_ACCESS,NEAR,100,0.9,,Biochar: pyrolysis access
ADVR_D2_027,TRUE,50,D2,ADV_D2_008,EQUALS,YES_5_20,,,BIO_PYROLYSIS_ACCESS,MID,65,0.85,,Biochar: moderate access
ADVR_D2_028,TRUE,50,D2,ADV_D2_008,EQUALS,NO,,,BIO_PYROLYSIS_ACCESS,NO,0,0.9,,Biochar: no access
ADVR_D2_029,TRUE,50,D2,ADV_D2_008,EQUALS,DONT_KNOW,,,BIO_PYROLYSIS_ACCESS,UNKNOWN,30,0.7,,Biochar: unknown access
ADVR_D2_030,TRUE,50,D2,ADV_D2_009,EQUALS,BUY,,,BIO_SOURCING_MODE,BUY,80,0.8,,Biochar: sourcing preference
ADVR_D2_031,TRUE,50,D2,ADV_D2_009,EQUALS,LOCAL_UNIT,,,BIO_SOURCING_MODE,LOCAL_UNIT,90,0.8,,Biochar: local unit
ADVR_D2_032,TRUE,50,D2,ADV_D2_009,EQUALS,ON_FARM,,,BIO_SOURCING_MODE,ON_FARM,75,0.75,,Biochar: on-farm kiln
ADVR_D2_033,TRUE,50,D2,ADV_D2_009,EQUALS,UNSURE,,,BIO_SOURCING_MODE,UNSURE,40,0.7,,Biochar: sourcing undecided
ADVR_D2_034,TRUE,50,D2,ADV_D2_006,EQUALS,ELECTRIC_GRID,,,PUMP_POWER_TYPE,ELECTRIC,80,0.9,,Infra: pump power type
ADVR_D2_035,TRUE,50,D2,ADV_D2_006,EQUALS,DIESEL,,,PUMP_POWER_TYPE,DIESEL,50,0.9,,Infra: diesel pump
ADVR_D2_036,TRUE,50,D2,ADV_D2_006,EQUALS,SOLAR,,,PUMP_POWER_TYPE,SOLAR,100,0.9,,Infra: solar pump (low cost)
ADVR_D2_037,TRUE,50,D2,ADV_D2_006,EQUALS,NOT_APPLICABLE,,,PUMP_POWER_TYPE,NONE,0,0.9,,Infra: no pump (rainfed)
ADVR_FU_001,TRUE,50,D2,ADV_D2_007_FU_SOURCECHECK,EQUALS,YES_FOUND,,,ERW_SOURCE_DISTANCE,NEAR,,0.85,,FU deriv: ADV_D2_007_FU_SOURCECHECK
ADVR_FU_002,TRUE,50,D2,ADV_D2_007_FU_SOURCECHECK,EQUALS,YES_FAR,,,ERW_SOURCE_DISTANCE,FAR_OR_NONE,,0.85,,FU deriv: ADV_D2_007_FU_SOURCECHECK
ADVR_FU_003,TRUE,50,D2,ADV_D2_007_FU_SOURCECHECK,EQUALS,NO,,,ERW_SOURCE_DISTANCE,FAR_OR_NONE,,0.85,,FU deriv: ADV_D2_007_FU_SOURCECHECK
ADVR_FU_004,TRUE,50,D2,ADV_D2_008_FU_SUPPLIER,EQUALS,YES_FOUND,,,BIO_PYROLYSIS_ACCESS,NEAR,,0.85,,FU deriv: ADV_D2_008_FU_SUPPLIER
