Question_ID,Dimension_ID,Dimension_Name,Sub_Factor,Sequence,Question_Text_EN,Question_Text_HI,Answer_Type,Unit,Help_Text_EN,Help_Text_HI,Verification_Method,Required_For_Pathway,Scoring_Impact,Default_Value,Validation_Rule,Photo_Required,Is_Active,Base_Priority,Version
ADV_D6_004,D6,Carbon Potential & Program Timing,previous_carbon_project,4,Have you participated in any emission reduction or carbon project before?,क्या आपने पहले किसी उत्सर्जन कटौती या कार्बन परियोजना में भाग लिया है?,yes_no,,Previous experience affects eligibility (double-counting rules).,पिछला अनुभव पात्रता को प्रभावित करता है (दोहरी गिनती नियम)।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"previous IN (YES,NO)",FALSE,TRUE,60,v1.0
ADV_D6_005,D6,Carbon Potential & Program Timing,next_season_start,5,When will you start the next relevant season/practice window for this pathway?,इस पाथवे के लिए अगला सीजन/प्रथा विंडो आप कब शुरू करेंगे?,categorical_direct,,Used for cohort scheduling. Choose the closest window; we will confirm dates later.,कोहोर्ट शेड्यूलिंग के लिए। सबसे निकट विंडो चुनें; बाद में तारीखें कन्फर्म करेंगे।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"next_season_start IN (WITHIN_2_WEEKS,WITHIN_1_MONTH,IN_1_3_MONTHS,IN_3_6_MONTHS,NOT_SURE)",FALSE,TRUE,85,v1.0
ADV_D7_001,D7,Regenerative Practice Baseline,regen_tillage_intensity,1,What is your tillage practice for the main crop?,मुख्य फसल के लिए आपकी जुताई प्रथा क्या है?,categorical_direct,,Lower disturbance usually supports soil carbon and structure over time.,कम जुताई सामान्यतः समय के साथ मृदा कार्बन और संरचना में मदद करती है।,VISUAL_OBSERVATION,REGEN,HIGH,,"regen_tillage_intensity IN (DEEP_PLOUGH,MULTIPLE_TILL,MIN_TILL,ZERO_TILL)",FALSE,TRUE,90,v1.0
ADV_D7_002,D7,Regenerative Practice Baseline,regen_residue_management,2,What do you do with crop residues?,आप फसल अवशेषों का क्या करते हैं?,categorical_direct,,Residue retention/mulching increases carbon input; burning reduces carbon and harms air quality.,अवशेष रखना/मल्चिंग कार्बन इनपुट बढ़ाता है; जलाना कार्बन घटाता है और वायु गुणवत्ता खराब करता है।,VISUAL_OBSERVATION,REGEN,HIGH,,"regen_residue_management IN (BURN,REMOVE,PARTIAL_RETAIN,FULL_RETAIN_MULCH,COMPOST)",FALSE,TRUE,90,v1.0
ADV_D7_003,D7,Regenerative Practice Baseline,regen_organic_amendments,3,Do you apply FYM/compost/vermicompost? How often?,क्या आप गोबर खाद/कम्पोस्ट/वर्मी कम्पोस्ट डालते हैं? कितनी बार?,categorical_direct,,Regular organic inputs are key for SOC building.,नियमित जैविक इनपुट SOC बढ़ाने के लिए महत्वपूर्ण हैं।,FARMER_KNOWLEDGE,REGEN,HIGH,,"regen_organic_amendments IN (EVERY_SEASON,ONCE_YEAR,OCCASIONAL,NEVER)",FALSE,TRUE,85,v1.0
ADV_D7_004,D7,Regenerative Practice Baseline,regen_cover_crop,4,Do you keep the soil covered with a cover crop/green manure in off-season?,क्या आप ऑफ-सीजन में कवर क्रॉप/हरी खाद से मिट्टी ढकी रखते हैं?,categorical_direct,,Living roots improve soil biology and carbon inputs.,जीवित जड़ें मृदा जैविकी और कार्बन इनपुट बढ़ाती हैं।,FARMER_KNOWLEDGE,REGEN,HIGH,,"regen_cover_crop IN (YES_REGULAR,SOMETIMES,NO)",FALSE,TRUE,85,v1.0
ADV_D7_005,D7,Regenerative Practice Baseline,regen_rotation_diversity,5,How diverse is your crop rotation in the last 3 years?,पिछले 3 वर्षों में आपकी फसल चक्र विविधता कैसी है?,categorical_direct,,More diversity (especially legumes) supports soil health and SOC.,अधिक विविधता (विशेषकर दलहन) मृदा स्वास्थ्य और SOC में मदद करती है।,FARMER_KNOWLEDGE,REGEN,MEDIUM,,"regen_rotation_diversity IN (MONOCROP,TWO_CROPS,THREEPLUS_CROPS,INCLUDES_LEGUME)",FALSE,TRUE,70,v1.0
ADV_D7_006,D7,Regenerative Practice Baseline,regen_intercropping_legumes,6,Do you intercrop or include legumes (dal/beans) in any season?,क्या आप इंटरक्रॉपिंग या दलहन (दाल/बीन्स) शामिल करते हैं?,categorical_direct,,Legumes improve nitrogen cycling and can support SOC gains.,दलहन नाइट्रोजन चक्र में सुधार करते हैं और SOC बढ़ाने में मदद कर सकते हैं।,FARMER_KNOWLEDGE,REGEN,MEDIUM,,"regen_intercropping_legumes IN (REGULAR,SOMETIMES,NO)",FALSE,TRUE,60,v1.0
ADV_D7_007,D7,Regenerative Practice Baseline,regen_livestock_manure_use,7,Do you have livestock and use manure on fields?,क्या आपके पास पशु हैं और क्या आप खेत में गोबर का उपयोग करते हैं?,categorical_direct,,Manure availability supports organic inputs and SOC building.,गोबर उपलब्धता जैविक इनपुट और SOC बढ़ाने में मदद करती है।,VISUAL_OBSERVATION,REGEN,MEDIUM,,"regen_livestock_manure_use IN (YES_STRONG,YES_SOME,NO)",FALSE,TRUE,55,v1.0
ADV_D7_008,D7,Regenerative Practice Baseline,regen_willingness,8,Are you willing to try at least one new soil-health practice (reduced tillage/residue retention/cover crop) next season?,क्या आप अगले सीजन में कम से कम एक नई मृदा-स्वास्थ्य प्रथा (कम जुताई/अवशेष रखना/कवर क्रॉप) आजमाने को तैयार हैं?,categorical_direct,,This helps assess your openness to regenerative practices.,यह रेजेनरेटिव प्रथाओं के प्रति आपकी खुलेपन का आकलन करता है।,FARMER_KNOWLEDGE,REGEN,HIGH,,"regen_willingness IN (YES,MAYBE,NO)",FALSE,TRUE,80,v1.1
ADV_D8_001,D8,Material Handling,erw_material_type,1,What type of rock dust is available?,कौन सा रॉक डस्ट उपलब्ध है?,categorical_direct,,Basalt is generally preferred for ERW. Limestone/dolomite behave more like liming materials.,बेसाल्ट सामान्यतः ERW के लिए बेहतर है। लाइमस्टोन/डोलोमाइट अधिकतर चूना जैसा व्यवहार करते हैं।,FARMER_KNOWLEDGE,ERW,HIGH,,"erw_material_type IN (BASALT,GRANITE,LIMESTONE,DOLOMITE,MIXED,UNKNOWN)",FALSE,TRUE,85,v1.0
ADV_D8_002,D8,Material Handling,erw_particle_fineness,2,Can the supplier provide fine powder (like <1 mm) rather than coarse grit?,"क्या सप्लायर महीन पाउडर (<1 मिमी) दे सकता है, मोटा कंकड़ नहीं?",categorical_direct,,Finer material reacts faster and is better for carbon benefit.,महीन सामग्री तेजी से प्रतिक्रिया करती है और कार्बन लाभ के लिए बेहतर है।,VISUAL_OBSERVATION,ERW,HIGH,,"erw_particle_fineness IN (FINE,MIXED,COARSE,UNKNOWN)",FALSE,TRUE,85,v1.0
ADV_D8_003,D8,Material Handling,erw_incorporation_ability,3,Can you incorporate (mix) material into top 10–15 cm soil?,क्या आप सामग्री को मिट्टी की ऊपरी 10–15 सेमी परत में मिला सकते हैं?,categorical_direct,,Mixing improves contact with soil and increases effectiveness.,मिट्टी में मिलाने से संपर्क बढ़ता है और प्रभावशीलता बढ़ती है।,VISUAL_OBSERVATION,ERW,MEDIUM,,"erw_incorporation_ability IN (YES_TRACTOR_TILL,YES_LIGHT_TILL,NO_ZERO_TILL_ONLY,UNSURE)",FALSE,TRUE,70,v1.0
ADV_D8_004,D8,Material Handling,erw_moisture_after_application,4,"After application, do you have irrigation or reliable rainfall to wet the soil?",आवेदन के बाद मिट्टी गीली रखने के लिए सिंचाई/विश्वसनीय वर्षा है?,categorical_direct,,"Moisture helps dissolution and reaction (co-benefit, not a strict gate).","नमी घुलने और प्रतिक्रिया में मदद करती है (सह-लाभ, अनिवार्य नहीं)।",FARMER_KNOWLEDGE,ERW,MEDIUM,,"erw_moisture_after_application IN (RELIABLE,SOMETIMES,RARE,NONE)",FALSE,TRUE,55,v1.0
ADV_D8_005,D8,Material Handling,erw_incorporation,5,Can you incorporate (mix) rock dust material into top 10-15 cm soil?,क्या आप रॉक डस्ट सामग्री को मिट्टी की ऊपरी 10-15 सेमी परत में मिला सकते हैं?,categorical_direct,,Mixing improves contact with soil and increases effectiveness.,मिट्टी में मिलाने से संपर्क बढ़ता है और प्रभावशीलता बढ़ती है।,VISUAL_OBSERVATION,ERW,MEDIUM,,"erw_incorporation IN (YES_TRACTOR_TILL,YES_LIGHT_TILL,NO_ZERO_TILL_ONLY,UNSURE)",FALSE,TRUE,70,v1.1
ADV_D8_006,D8,Material Handling,erw_moisture_support,6,"After rock dust application, do you have irrigation or reliable rainfall to wet the soil?","रॉक डस्ट आवेदन के बाद, मिट्टी गीली रखने के लिए सिंचाई/विश्वसनीय वर्षा है?",categorical_direct,,Moisture helps dissolution and mineral weathering reaction.,नमी घुलने और खनिज अपक्षय प्रतिक्रिया में मदद करती है।,FARMER_KNOWLEDGE,ERW,MEDIUM,,"erw_moisture IN (RELIABLE,SOMETIMES,RARE,NONE)",FALSE,TRUE,55,v1.1
ADV_D8_007,D8,Material Handling,erw_traceability,7,Can you keep records of rock dust source/type and application dates/area?,क्या आप रॉक डस्ट स्रोत/प्रकार और आवेदन तिथि/क्षेत्र का रिकॉर्ड रख सकते हैं?,categorical_direct,,Traceability is required for carbon-grade ERW verification.,कार्बन-ग्रेड ERW सत्यापन के लिए ट्रेसबिलिटी आवश्यक है।,RECORDS,ERW,HIGH,,"erw_traceability IN (YES,YES_WITH_HELP,DIFFICULT,NO)",FALSE,TRUE,80,v1.1
ADV_D9_001,D9,MRV & Program Enrollment Readiness,commitment_duration,1,Are you willing to participate in AWD practice for 5+ years?,क्या आप 5+ वर्षों के लिए AWD प्रथा में भाग लेने के लिए तैयार हैं?,yes_no,,Carbon projects require multi-year commitment for credibility and permanence.,विश्वसनीयता और स्थायित्व के लिए कार्बन परियोजनाओं को बहु-वर्षीय प्रतिबद्धता की आवश्यकता है।,FARMER_KNOWLEDGE,AWD,HIGH,,"commitment IN (YES,NO,UNSURE)",FALSE,TRUE,85,v1.0
ADV_D9_002,D9,MRV & Program Enrollment Readiness,program_consent,2,Are you willing to enroll in our program and share basic data/photos for verification?,क्या आप हमारे कार्यक्रम में नामांकन और सत्यापन के लिए मूल डेटा/फोटो साझा करने के लिए तैयार हैं?,categorical_direct,,"Enrollment requires consent to share basic information (field photo, practice records) for program support and verification.","नामांकन के लिए कार्यक्रम सहायता और सत्यापन हेतु मूल जानकारी (खेत फोटो, प्रथा रिकॉर्ड) साझा करने की सहमति आवश्यक है।",FARMER_KNOWLEDGE,ALL,HIGH,,"program_consent IN (YES,MAYBE,NO)",FALSE,TRUE,100,v1.0
ADV_D9_003,D9,MRV & Program Enrollment Readiness,regen_commitment_new_practices,3,Are you willing to adopt at least 2 new soil-health practices for 3+ years?,क्या आप 3+ वर्षों के लिए कम से कम 2 नई मृदा-स्वास्थ्य प्रथाएं अपनाने को तैयार हैं?,yes_no_explain,,Carbon programs require practice change + multi-year commitment.,कार्बन कार्यक्रमों के लिए प्रथा परिवर्तन + बहु-वर्षीय प्रतिबद्धता आवश्यक है।,FARMER_KNOWLEDGE,REGEN,HIGH,,"regen_commitment_new_practices IN (YES,NO,DEPENDS)",FALSE,TRUE,85,v1.0
ADV_D9_004,D9,MRV & Program Enrollment Readiness,bio_no_open_burning_commit,4,"If biochar is promoted, will you avoid open burning of residues?","यदि बायोचार अपनाया जाए, क्या आप अवशेषों की खुले में जलाने से बचेंगे?",yes_no,,This supports carbon integrity and local air quality.,यह कार्बन अखंडता और स्थानीय वायु गुणवत्ता के लिए महत्वपूर्ण है।,FARMER_KNOWLEDGE,BIOCHAR,HIGH,,"bio_no_open_burning_commit IN (YES,NO)",FALSE,TRUE,80,v1.0
ADV_D9_005,D9,MRV & Program Enrollment Readiness,erw_traceability_willingness,5,Are you willing to keep purchase receipts and record application dates/area for ERW?,क्या आप ERW के लिए खरीद रसीद और आवेदन तिथि/क्षेत्र का रिकॉर्ड रखेंगे?,categorical_direct,,Receipts + dates + area are required for verification and MRV.,सत्यापन और MRV के लिए रसीद + तिथि + क्षेत्र आवश्यक हैं।,RECORDS,ERW,HIGH,,"erw_traceability_willingness IN (YES,YES_WITH_HELP,DIFFICULT,NO)",FALSE,TRUE,80,v1.0
ADV_D9_006,D9,MRV & Program Enrollment Readiness,biochar_traceability_willingness,6,"If you buy/produce biochar, can you keep receipts/dispatch notes and record application date/area?","यदि आप बायोचार खरीदें/बनाएं, क्या आप रसीद/डिस्पैच नोट और आवेदन तिथि/क्षेत्र का रिकॉर्ड रख सकते हैं?",categorical_direct,,This is required for carbon-grade MRV (proof of purchase + where/when applied).,यह कार्बन-ग्रेड MRV के लिए आवश्यक है (खरीद प्रमाण + कहाँ/कब उपयोग)।,RECORDS,BIOCHAR,HIGH,,"biochar_traceability_willingness IN (YES,YES_WITH_HELP,DIFFICULT,NO)",FALSE,TRUE,80,v1.0
ADV_D9_007,D9,MRV & Program Enrollment Readiness,mrv_digital_comfort,7,Are you comfortable using a phone/app to record field data (photos/dates/notes)?,क्या आप खेत डेटा (फोटो/तिथि/नोट्स) रिकॉर्ड करने के लिए फोन/ऐप का उपयोग करने में सहज हैं?,categorical_direct,,Digital MRV can simplify record-keeping if phone access exists.,डिजिटल MRV रिकॉर्ड-कीपिंग सरल कर सकता है यदि फोन उपलब्ध हो।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"mrv_digital IN (YES_COMFORTABLE,YES_WITH_HELP,PREFER_PAPER,NO_PHONE)",FALSE,TRUE,65,v1.1
ADV_D9_008,D9,MRV & Program Enrollment Readiness,mrv_verification_acceptance,8,Are you comfortable with a field verifier visiting your farm 1-2 times per season?,क्या आप सीजन में 1-2 बार खेत सत्यापनकर्ता की यात्रा से सहज हैं?,categorical_direct,,Third-party verification is part of carbon program requirements.,तृतीय-पक्ष सत्यापन कार्बन कार्यक्रम आवश्यकताओं का हिस्सा है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"verification_visit IN (YES,YES_WITH_NOTICE,NO)",FALSE,TRUE,70,v1.1
ADV_I1_001,I1,Human Capital & Capacity,farming_experience,1,How many years of farming experience do you have?,आपको कितने वर्षों का खेती का अनुभव है?,numeric_direct,years,Count years since you started managing fields yourself.,जब से आपने स्वयं खेतों का प्रबंधन शुरू किया तब से वर्ष गिनें।,FARMER_KNOWLEDGE,ALL,LOW,,experience >= 0 AND experience <= 60,FALSE,TRUE,40,v1.0
ADV_I1_002,I1,Human Capital & Capacity,education,2,What is your education level?,आपकी शिक्षा स्तर क्या है?,categorical_direct,,Education helps in understanding technical concepts and record-keeping.,शिक्षा तकनीकी अवधारणाओं और रिकॉर्ड रखने में समझने में मदद करती है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"education IN (GRADUATE,SECONDARY,PRIMARY,LITERATE,ILLITERATE)",FALSE,TRUE,55,v1.0
ADV_I1_003,I1,Human Capital & Capacity,smartphone,3,Do you have a smartphone with internet access?,क्या आपके पास इंटरनेट एक्सेस वाला स्मार्टफोन है?,yes_no,,"Digital support (apps, video, WhatsApp groups) enhances success.","डिजिटल सहायता (ऐप्स, वीडियो, व्हाट्सएप समूह) सफलता को बढ़ाती है।",VISUAL_OBSERVATION,ALL,LOW,,"smartphone IN (YES,NO)",FALSE,TRUE,45,v1.0
ADV_I1_004,I1,Human Capital & Capacity,record_keeping,4,Can you keep daily records of water levels and irrigation dates?,क्या आप पानी के स्तर और सिंचाई तिथियों का दैनिक रिकॉर्ड रख सकते हैं?,categorical_direct,,AWD requires monitoring and documentation for carbon verification.,AWD के लिए कार्बन सत्यापन के लिए निगरानी और दस्तावेज़ीकरण की आवश्यकता है।,FARMER_KNOWLEDGE,AWD,HIGH,,"records IN (YES_COMFORTABLE,YES_WITH_HELP,DIFFICULT,NO)",FALSE,TRUE,85,v1.0
ADV_I1_005,I1,Human Capital & Capacity,innovation_history,5,Have you tried NEW farming practices in the last 5 years? (Name them),क्या आपने पिछले 5 वर्षों में नई खेती प्रथाओं की कोशिश की है? (नाम बताएं),yes_no_list,,Early adopters are more likely to succeed with AWD.,शुरुआती अपनाने वाले AWD के साथ सफल होने की अधिक संभावना रखते हैं।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"innovation IN (YES_MANY,YES_FEW,NO)",FALSE,TRUE,65,v1.0
ADV_I1_006,I1,Human Capital & Capacity,training_attended,6,How many agriculture trainings have you attended in LAST 2 YEARS?,पिछले 2 वर्षों में आपने कितने कृषि प्रशिक्षण में भाग लिया है?,numeric_count,,Training exposure shows learning attitude.,प्रशिक्षण एक्सपोजर सीखने का रवैया दिखाता है।,FARMER_KNOWLEDGE,ALL,LOW,,trainings >= 0 AND trainings <= 20,FALSE,TRUE,50,v1.0
ADV_I2_001,I2,Resources & Labor,family_members,1,How many working-age family members are available for farm work?,कितने कार्यशील उम्र के परिवार सदस्य खेती के काम के लिए उपलब्ध हैं?,numeric_direct,persons,Count only those who regularly work on farm (age 15-65).,केवल उन्हें गिनें जो नियमित रूप से खेत में काम करते हैं (आयु 15-65)।,FARMER_KNOWLEDGE,ALL,MEDIUM,,members >= 0 AND members <= 15,FALSE,TRUE,60,v1.0
ADV_I2_002,I2,Resources & Labor,daily_field_visit,2,Can someone from your family visit the field DAILY during rice season?,क्या आपके परिवार से कोई चावल के मौसम में दैनिक रूप से खेत का दौरा कर सकता है?,yes_no,,Daily monitoring is essential for AWD success.,AWD सफलता के लिए दैनिक निगरानी आवश्यक है।,FARMER_KNOWLEDGE,AWD,HIGH,,"visit IN (YES,NO,MOST_DAYS)",FALSE,TRUE,90,v1.0
ADV_I2_003,I2,Resources & Labor,seasonal_labor,3,How easy is it to hire seasonal labor in your area?,आपके क्षेत्र में मौसमी श्रम किराए पर लेना कितना आसान है?,categorical_direct,,Labor availability affects ability to implement practices.,श्रम उपलब्धता प्रथाओं को लागू करने की क्षमता को प्रभावित करती है।,FARMER_KNOWLEDGE,ALL,LOW,,"labor IN (EASY,MODERATE,DIFFICULT,NOT_AVAILABLE)",FALSE,TRUE,45,v1.0
ADV_I2_004,I2,Resources & Labor,equipment_owned,4,Which equipment/tools do you OWN? (Select all that apply),आपके पास कौन से उपकरण/औजार हैं? (सभी लागू का चयन करें),multi_select_checklist,,Equipment reduces dependency and costs.,उपकरण निर्भरता और लागत को कम करते हैं।,VISUAL_OBSERVATION,ALL,LOW,,"equipment IN (PUMP,SPRAYER,TOOLS,VEHICLE,TRACTOR,POWER_TILLER,OTHER)",FALSE,TRUE,40,v1.0
ADV_I2_005,I2,Resources & Labor,ops_bottleneck,5,What is the biggest operational bottleneck on your farm during peak season?,व्यस्त मौसम में आपके खेत पर सबसे बड़ी संचालन बाधा क्या है?,categorical_direct,,This helps us design the right support package.,यह हमें सही सहायता पैकेज तैयार करने में मदद करता है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"bottleneck IN (LABOR,EQUIPMENT,WATER_TIMING,TRANSPORT,NONE)",FALSE,TRUE,55,v1.1
ADV_I3_001,I3,Financial Capacity,bank_account,1,What is your bank account status?,आपके बैंक खाते की स्थिति क्या है?,categorical_direct,,Active KCC (Kisan Credit Card) best. Needed for carbon payment transfer.,सक्रिय KCC (किसान क्रेडिट कार्ड) सर्वोत्तम। कार्बन भुगतान हस्तांतरण के लिए आवश्यक।,RECORDS,ALL,MEDIUM,,"account IN (ACTIVE_KCC,ACTIVE_SAVINGS,INACTIVE,NONE)",FALSE,TRUE,75,v1.0
ADV_I3_002,I3,Financial Capacity,savings_available,2,What is your current savings/reserve fund?,आपकी वर्तमान बचत/आरक्षित निधि क्या है?,categorical_direct,INR,Buffer for transition period risks. Be honest for realistic planning.,संक्रमण अवधि जोखिमों के लिए बफर। यथार्थवादी योजना के लिए ईमानदार रहें।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"savings IN (MORE_100K,INR_50_100K,INR_25_50K,INR_10_25K,LESS_10K)",FALSE,TRUE,65,v1.0
ADV_I3_003,I3,Financial Capacity,debt_status,3,What is your current debt situation?,आपकी वर्तमान ऋण स्थिति क्या है?,categorical_direct,,High debt reduces risk tolerance. Important for planning support.,उच्च ऋण जोखिम सहनशीलता को कम करता है। सहायता योजना के लिए महत्वपूर्ण।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"debt IN (NO_DEBT,MANAGEABLE,HIGH,VERY_HIGH)",FALSE,TRUE,70,v1.0
ADV_I3_004,I3,Financial Capacity,crop_insurance,4,Are you enrolled in crop insurance (PMFBY or other)?,क्या आप फसल बीमा (PMFBY या अन्य) में नामांकित हैं?,yes_no,,Insurance reduces weather risk during practice change.,अभ्यास परिवर्तन के दौरान बीमा मौसम जोखिम को कम करता है।,RECORDS,ALL,LOW,,"insurance IN (YES,NO)",FALSE,TRUE,50,v1.0
ADV_I3_005,I3,Financial Capacity,coinvestment_willingness,5,Are you willing to co-invest 30% of setup costs (with 70% support)?,क्या आप सेटअप लागत का 30% सह-निवेश करने को तैयार हैं (70% सहायता के साथ)?,yes_no,,Skin-in-the-game shows commitment. Required by many carbon programs.,स्किन-इन-द-गेम प्रबद्धता दिखाता है। कई कार्बन कार्यक्रमों द्वारा आवश्यक।,FARMER_KNOWLEDGE,ALL,HIGH,,"coinvest IN (YES,MAYBE,NO)",FALSE,TRUE,80,v1.0
ADV_I3_006,I3,Financial Capacity,financial_stress_period,6,In which period do you face the most financial stress?,आप किस अवधि में सबसे अधिक वित्तीय तनाव का सामना करते हैं?,categorical_direct,,Helps time incentive payments and support around stress periods.,प्रोत्साहन भुगतान और सहायता को तनाव अवधि के अनुसार समायोजित करने में मदद करता है।,FARMER_KNOWLEDGE,ALL,LOW,,"stress_period IN (PRE_SOWING,MID_SEASON,HARVEST,POST_HARVEST,NO_MAJOR_STRESS)",FALSE,TRUE,50,v1.1
ADV_I4_001,I4,Risk Management,crop_diversification,1,Do you grow crops other than rice? (Which ones?),क्या आप चावल के अलावा अन्य फसलें उगाते हैं? (कौन सी?),yes_no_list,,Diversification reduces income risk.,विविधीकरण आय जोखिम को कम करता है।,FARMER_KNOWLEDGE,ALL,LOW,,"diversification IN (YES_MANY,YES_FEW,NO)",FALSE,TRUE,45,v1.0
ADV_I4_002,I4,Risk Management,income_sources,2,Do you have income sources OTHER than farming? (List them),क्या आपके पास खेती के अलावा आय स्रोत हैं? (सूचीबद्ध करें),yes_no_list,,Off-farm income provides safety net during transition.,खेती के बाहर आय संक्रमण के दौरान सुरक्षा जाल प्रदान करती है।,FARMER_KNOWLEDGE,ALL,LOW,,"other_income IN (YES_SIGNIFICANT,YES_MINOR,NO)",FALSE,TRUE,40,v1.0
ADV_I4_003,I4,Risk Management,risk_tolerance,3,How do you rate your willingness to try new practices with some risk?,कुछ जोखिम के साथ नई प्रथाओं को आजमाने की आपकी इच्छा को आप कैसे रेट करते हैं?,categorical_direct,,Be honest. AWD has low risk but perception matters.,ईमानदार रहें। AWD में कम जोखिम है लेकिन धारणा मायने रखती है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"risk IN (HIGH,MODERATE,LOW,VERY_LOW)",FALSE,TRUE,60,v1.0
ADV_I4_004,I4,Risk Management,reversibility_preference,4,"If the selected pathway/practice does not work as expected, how important is it for you to return quickly to your old method?","यदि चुना गया पाथवे/प्रथा अपेक्षा के अनुसार काम न करे, तो आपके लिए अपनी पुरानी विधि पर जल्दी वापस जाना कितना महत्वपूर्ण है?",categorical_direct,,Pathway reversibility affects farmer comfort with change and adoption risk.,पाथवे की प्रतिवर्तनीयता किसान के परिवर्तन-आराम और अपनाने के जोखिम को प्रभावित करती है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"reversible IN (MUST_BE,PREFER,FLEXIBLE,COMMITTED_LONG)",FALSE,TRUE,55,v1.0
ADV_I4_005,I4,Risk Management,trial_area_preference,5,"If trying a new practice, what share of your field would you start with?","यदि नई प्रथा आजमाएं, तो आप अपने खेत का कितना हिस्सा शुरू करेंगे?",categorical_direct,,Smaller trials reduce risk and build confidence.,छोटे परीक्षण जोखिम कम करते हैं और आत्मविश्वास बनाते हैं।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"trial_area IN (PCT_10,PCT_25,PCT_50,FULL_AREA,NO_TRIAL)",FALSE,TRUE,55,v1.1
ADV_I5_001,I5,Support & Extension Access,farmer_group_member,1,"Are you a member of any farmer producer group (FPO, SHG, cooperative)?","क्या आप किसी किसान उत्पादक समूह (FPO, SHG, सहकारी) के सदस्य हैं?",yes_no,,Groups provide collective support and bargaining power.,समूह सामूहिक समर्थन और सौदेबाजी शक्ति प्रदान करते हैं।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"member IN (YES,NO)",FALSE,TRUE,60,v1.0
ADV_I5_002,I5,Support & Extension Access,peer_network,2,How many farmers do you regularly interact with to discuss farming?,आप नियमित रूप से कितने किसानों के साथ खेती पर चर्चा करने के लिए बातचीत करते हैं?,categorical_direct,,Strong network accelerates learning and problem-solving.,मजबूत नेटवर्क सीखने और समस्या समाधान को तेज करता है।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"network IN (STRONG,MODERATE,WEAK,ISOLATED)",FALSE,TRUE,65,v1.0
ADV_I5_003,I5,Support & Extension Access,extension_trust,3,How much do you trust advice from government extension agents?,आप सरकारी विस्तार एजेंटों की सलाह पर कितना भरोसा करते हैं?,categorical_direct,,Trust affects adoption of extension recommendations.,विश्वास विस्तार सिफारिशों को अपनाने को प्रभावित करता है।,FARMER_KNOWLEDGE,ALL,LOW,,"trust IN (HIGH,MODERATE,LOW,NONE)",FALSE,TRUE,50,v1.0
ADV_I5_004,I5,Support & Extension Access,support_level_general,4,What level of project support do you want for implementing the selected pathway?,चयनित पाथवे लागू करने के लिए आप किस स्तर की परियोजना सहायता चाहते हैं?,categorical_direct,,Set your preferred support intensity. Higher support improves success but requires more engagement.,अपनी पसंदीदा सहायता तीव्रता चुनें। अधिक सहायता सफलता बढ़ाती है लेकिन अधिक सहभागिता चाहिए।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"support_level_general IN (INTENSIVE,MODERATE,MINIMAL,SELF)",FALSE,TRUE,70,v1.0
ADV_I5_005,I5,Support & Extension Access,trainer_willingness,5,Would you be willing to train other farmers if AWD succeeds for you?,यदि AWD आपके लिए सफल होता है तो क्या आप अन्य किसानों को प्रशिक्षित करने को तैयार होंगे?,yes_no,,Farmer-to-farmer training is most effective for scaling.,स्केलिंग के लिए किसान-से-किसान प्रशिक्षण सबसे प्रभावी है।,FARMER_KNOWLEDGE,AWD,LOW,,"trainer IN (YES,MAYBE,NO)",FALSE,TRUE,45,v1.0
ADV_I5_006,I5,Support & Extension Access,preferred_support_mode,6,What is your preferred mode of ongoing support during implementation?,क्रियान्वयन के दौरान आपका पसंदीदा सहायता तरीका क्या है?,categorical_direct,,This determines how we deliver support to you.,यह निर्धारित करता है कि हम आपको सहायता कैसे प्रदान करें।,FARMER_KNOWLEDGE,ALL,MEDIUM,,"support_mode IN (FIELD_VISITS,PHONE_WHATSAPP,GROUP_MEETINGS,SELF_DIGITAL,MIXED)",FALSE,TRUE,70,v1.1
ADV_D2_007_FU_SOURCECHECK,D2,Water & Infrastructure,erw_source_proximity,71,"Can you find out the nearest quarry or stone-crusher from a neighbour, trader, or local government?","क्या आप किसी पड़ोसी, व्यापारी या स्थानीय सरकार से निकटतम पत्थर-खदान या क्रशर के बारे में पता लगा सकते हैं?",categorical_direct,,"Ask local stone traders, MNREGA/PWD office, or nearby construction sites.","स्थानीय पत्थर व्यापारियों, MNREGA/PWD कार्यालय या निकटतम निर्माण स्थल से पूछें।",FARMER_KNOWLEDGE,ERW,LOW,,,FALSE,TRUE,30,v1.0
